#,Background,Stance,Mango Color,Eyes,Mouth,Costume,Costume Color,Hat,Weapon 1,Weapon 2,Weapon 3,Affinity,Special Edition
mh0,Lime Green,Floating,Orange,Unknown,Unknown,Hockey Mask,White/Blood,None,None,None,None,Hero,Travis D
mh253,TBT,Fun,Pink,Plead 2,Clench 1,Cope,Black,Magician,Wand,None,None,Hero,Cope
mh254,Blue Yellow,Fun,Sunrise,Jester,Fright,Jester,Purple,None,None,None,None,Hero,None
mh255,Stars,Fun,Red,Eager,Frown,Space Suit,Red,None,None,None,None,Hero,None
mh256,Ocean 1,Fun,Purple,Ded,Plumber,Boxer,Blue,None,Gloves,None,None,Hero,None
mh257,Blue Center Light,Fun,Normal,Concentrate,Sour,School,Blue,None,None,None,None,Hero,None
mh258,Teal Black,Fun,Red,Spectacles,Happy,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh259,Sun,Fun,Red,Plead 1,Jester Red,Chad,White,None,Jo,None,None,Hero,None
mh260,Sky 2,Fun,Normal,Scar Right,Triumph,Swimmer,Blue,Swimmer,None,None,None,Hero,None
mh261,Ocean 3,Fighting,Green,Bored,Smooch,Straw Hat,Blue,Straw Hat,None,None,None,Hero,None
mh262,Mango Island,Fun,Blue,Mask,Cigar,Mango Man,Green,None,None,None,None,Hero,None
mh263,Sakura,Fun,Pink,Piercing Worn,Ghoulish,Damasi,White,None,None,None,None,Hero,None
mh264,Pink White,Fun,Normal,Joy,Cigar,Trunks,Black,None,None,None,None,Hero,None
mh265,Purple Center,Fun,Purple,Happy,Fright,Biz,Tan,None,None,None,None,Hero,None
mh266,Orange Center,Fun,Red,Skeptic,Fright,Caliburn Combat,Blue,None,None,None,None,Hero,None
mh267,Green Black,Fun,Normal,Intense,Cig,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh268,Pink Orange,Fun,Blue,Intense,Plumber,Kaiju Shirt,Red,Pirate,Hook,None,None,Hero,Kaiju
mh269,Pink White,Fun,Red,Piercing Worn,Cig,Trunks,Pink,None,None,None,None,Hero,None
mh270,Mango Island,Fun,Purple,Mask,Knife,Mango Man,Green,None,None,None,Knife,Hero,None
mh271,Ocean 1,Fun,Sunrise,Intense Worn,Wheat,Boxer,Orange,None,Gloves,None,None,Hero,None
mh272,Rising Sun,Fun,Sunrise,Intense,Triumph,Ronin,Tan,None,Katana,None,None,Hero,None
mh273,Sakura,Fun,Red,Cyclops,Plumber,Damasi,White,None,None,None,None,Hero,None
mh274,Purple Grey,Fun,Purple,Angry 2,Buck,Ghoul,Black,None,Rinkaku Red,None,None,Hero,None
mh275,Sun,Fun,Sunrise,Angry 2,Plumber,Chad,White,None,Jo,None,None,Hero,None
mh276,Sky 2,Fun,Normal,Goggles,Mustache 2,Swimmer,Blue,Swimmer,None,None,None,Hero,None
mh277,Blue White,Fun,Green,Angry 1,Cigar 2,Wizard,Gray,Wizard,Magic Staff,None,None,Hero,None
mh278,Mushroom,Fun,Pink,Yikes,Leaf,Plumber,Red,Plumber,None,None,None,Hero,None
mh279,Evening,Fun,Normal,Focused Black,Clench 1,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh280,Pink Black,Fun,Sunrise,Glasses,Triumph,Cope,Black,None,None,None,None,Hero,Cope
mh281,Ocean 1,Fun,Sunrise,Calm,Whiskers,Boxer,Yellow,None,Gloves,None,None,Hero,None
mh282,Blue Center Light,Fun,Normal,Surpise,Fright,School,Blue,None,None,None,None,Hero,None
mh283,Sakura,Fun,Red,Focused Red,Leaf,Damasi,White,None,None,None,None,Hero,None
mh284,Stars,Fun,Blue,Jester,Woozy,Space Suit,Red,None,None,None,None,Hero,None
mh285,Gold,Fighting,Red,Normal,Mock,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh286,Sunset,Fun,Purple,Yikes,Jester Purple,Mangoball,Orange,None,Mangoball,None,None,Hero,None
mh287,Mushroom,Fun,Normal,Stunned,Buck,Plumber,Red,Plumber,None,None,None,Hero,None
mh288,Barrel Black,Fun,Red,Tired,Clench 1,Special Agent A,Yellow,None,Mango MPK,None,None,Hero,None
mh289,Pink White,Fun,Normal,Surprise,Buck,Trunks,Pink,None,None,None,None,Hero,None
mh290,Green Black,Fun,Normal,Calm,Cigar 2,Mercenary,Black,None,AM-47,None,None,Hero,None
mh291,Ocean3,Fighting,Green,Happy,Cheese,Straw Hat,Red,Straw Hat,None,None,None,Hero,None
mh292,Frosted,Kanjo,Normal,Fierce,Primed,Space Monk,White,None,Light Sword Blue,None,None,Hero,None
mh293,Bonsai,Fighting,Purple,Intense,Shogun,Shogun,White,Shogun,Wakizashi & Tanto,Bow,None,Hero,None
mh294,Ocean 3,Fighting,Blue,Shock,Cheeky,Straw Hat,Red,Straw Hat,None,None,None,Hero,None
mh295,Sky 1,Fun,Purple,Angry 2,Cigar,Mango Radio,Green,None,None,None,None,Hero,None
mh296,Green Black,Fun,Normal,Joy,Mask Purple,Mercenary,Black,None,AM-47,None,None,Hero,None
mh297,Sea,Fun,Pink,Ghoulish,Cigar 2,Rockstar,Black,None,None,None,None,Hero,None
mh298,Ocean 1,Fun,Pink,Glasses,Whiskers,Boxer,Orange,None,Gloves,None,None,Hero,None
mh299,Sakura,Fun,Sunrise,Jester,Clench 1,Damasi,White,None,None,None,None,Hero,None
mh300,Turquoise Center,Fun,Red,Goggles,Cig,Mangonaut,White,None,None,None,None,Hero,None
mh301,Barrel Black,Fun,Sunrise,Cute,Sinister,Special Agent M,White,None,Mango MPK,None,None,Hero,None
mh302,Evening,Fun,Red,Ghoulish,Pucker,Wasteland,Green,None,MPAS-12,None,None,Hero,None
mh303,Teal Black,Fun,Purple,Patch,Jester Red,Cope,Black,Magician,Wand,None,None,Hero,Cope
mh304,Sea,Fun,Sunrise,Focused Red,Pout,Rockstar,Black,None,None,None,None,Hero,None
mh305,Teal Black,Fun,Red,Alien White,Gum,Tiger,Orange,None,None,None,None,Hero,None
mh306,Rising Sun,Fun,Red,Sinister,Leaf,Ronin,Tan,None,Katana,None,None,Hero,None
mh307,Orange Center,Fun,Sunrise,Piercing Worn,Clench 1,Caliburn Combat,Yellow,None,None,None,None,Hero,None
mh308,Toxic,Fighting,Green,Concentrate,Clench 2,Mango Ranger,Green,None,None,None,None,Hero,None
mh309,Mango Island,Fun,Blue,Mask,Lower,Mango Man,Green,None,None,None,None,Hero,None
mh310,Sky 1,Fun,Normal,Calm,Clench 1,Mango Radio,Blue,None,None,None,None,Hero,None
mh311,Purple Center,Fun,Pink,Jester,Plumber,Biz,Tan,None,None,None,None,Hero,None
mh312,Orange Center,Fun,Sunrise,Ghoulish,Plumber,Caliburn Combat,Yellow,None,None,None,None,Hero,None
mh313,Orange Center,Fun,Red,Alien White,Jester Red,Caliburn Combat,Purple,None,None,None,None,Hero,None
mh314,Planets,Fun,Purple,Plead 1,Clench 1,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh315,Grey White,Fun,Sunrise,Heart,Pout,Grease,Blue,None,None,None,None,Hero,None
mh316,TBT Radial,Fun,Purple,Focused Black,Whistle,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh317,Orange Center,Fun,Pink,Ghoulish,Clench 1,Caliburn Combat,Blue,None,None,None,None,Hero,None
mh318,Sun,Fun,Pink,Surprise,Ghoulish,Chad,White,None,Jo,None,None,Hero,None
mh319,Sun,Fun,Red,Eager,Leaf,Chad,White,None,Jo,None,None,Hero,None
mh320,Ocean 1,Fun,Purple,Piercing,Clench 1,Boxer,Black,None,Gloves,None,None,Hero,None
mh321,Rising Sun,Fun,Sunrise,Intense,Clench 1,Ronin,Tan,None,Katana,None,None,Hero,None
mh322,Green Black,Fun,Normal,Intense Worn,Triumph,Mercenary,Black,None,AM-47,None,None,Hero,None
mh323,TBT Radial,Fun,Sunrise,Focused Red,Surgical,FFF,Purple,None,None,None,None,Hero,FFF
mh324,Gold,Fighting,Purple,Crying,Whistle,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh325,Blue Center Light,Fun,Normal,Scar Left,Clench 1,School,Green,None,None,None,None,Hero,None
mh326,Cornered Purple,Fun,Red,Intense Worn,Mustache 2,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh327,Brown Grey,Fun,Pink,Tired,Cigar,Furutsu,Pink,None,None,None,None,Hero,None
mh328,Pink White,Fun,Purple,Angry 2,Leaf,Trunks,Pink,None,None,None,None,Hero,None
mh329,Green Mangos,Fun,Pink,Envy,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh330,Brown Grey,Fun,Sunrise,Cute,Ghoulish,Furutsu,Purple,None,None,None,None,Hero,None
mh331,Frosted,Kanjo,Normal,Fierce,Primed,Space Monk,White,None,Vibrosword,None,None,Hero,None
mh332,Blue White,Fun,Green,Resent,Gum,Wizard,Red,Wizard,Magic Staff,None,None,Hero,None
mh333,Grey White,Fighting,Blue,Enlightened,Tasty,Grease,Blue,Mariachi,Maraca,None,None,Hero,None
mh334,Cornered Purple,Fun,Purple,Focused Red,Jester Purple,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh335,Red Cornered,Fun,Pink,Resent,Cig,Hit Mango,Green,None,Mango MPK,Pencil,None,Hero,None
mh336,Teal Black,Fun,Blue,Cute,Joint,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh337,Sakura,Fun,Red,Piercing Worn,Full Metal,Damasi,White,None,None,None,None,Hero,None
mh338,Pink White,Fun,Purple,Cute,Fright,Trunks,Black,None,None,None,None,Hero,None
mh339,Purple Center,Fun,Blue,Angry 1,Fright,Biz,Tan,None,None,None,None,Hero,None
mh340,Stars,Fun,Pink,Resent,Yell,Space Suit,Red,None,None,None,None,Hero,None
mh341,Barrel Red,Fun,Blue,Focused Red,Fright,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh342,Teal Black,Fun,Normal,Tired,Holler,Tiger,Orange,None,None,None,None,Hero,None
mh343,Red Cornered,Fun,Red,Cyclops,Leaf,Hit Mango,Red,None,Mango MPK,Pencil,None,Hero,None
mh344,Cornered Purple,Fun,Blue,Surprise,Full Metal,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh345,Rising Sun,Fun,Blue,Sinister,Plumber,Ronin,Tan,None,Katana,None,None,Hero,None
mh346,Pink White,Fun,Normal,Piercing,Lower,Trunks,Green,None,None,None,None,Hero,None
mh347,Pink Black,Fun,Pink,Patch,Knife,Cope,Black,Pirate,Hook,None,Knife,Hero,Cope
mh348,Pink White,Fun,Normal,Surprise,Plumber,Trunks,Pink,None,None,None,None,Hero,None
mh349,Rising Sun,Fun,Purple,Ghoulish,Sinister,Ronin,Tan,None,Katana,None,None,Hero,None
mh350,Peach Center,Fun,Pink,Intense,Yell,Cape,Blue,None,None,None,None,Hero,None
mh351,Mango Island,Fun,Red,Mask,Yum,Mango Man,Green,None,None,None,None,Hero,None
mh352,Sun,Fun,Pink,Surprise,Fright,Chad,White,None,Jo,None,None,Hero,None
mh353,Blue White,Fun,Green,Resent,Yell,Wizard,Red,Wizard,Magic Staff,None,None,Hero,None
mh354,Mango Island,Fun,Red,Angry 1,Ghoulish,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh355,Mushroom,Fun,Sunrise,Calm,Lower,Plumber,Red,Plumber,None,None,None,Hero,None
mh356,Turquoise Center,Fun,Red,Goggles,Clench 1,Mangonaut,White,None,None,None,None,Hero,None
mh357,Sakura,Fun,Normal,Focused Red,Leaf,Damasi,Yellow,None,None,None,None,Hero,None
mh358,Brown Grey,Fun,Pink,Intense,Buck,Furutsu,Yellow,None,None,None,None,Hero,None
mh359,Pink Black,Fun,Normal,Pixelshades,Pucker,Kaiju Shirt,Red,Cap,None,None,None,Hero,Kaiju
mh360,Green Mangos,Fun,Pink,Normal,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh361,Green Black,Fun,Normal,Angry 3,Jester Purple,Guerrilla,White,None,AM-47,None,None,Hero,None
mh362,Green Mangos,Fun,Sunrise,Worry,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh363,Grey White,Fighting,Green,Bored,Pout,Grease,Blue,None,None,None,None,Hero,None
mh364,Evening,Fun,Purple,Intense Worn,Cig,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh365,Sunset,Fun,Normal,Sinister,Cig,Mangoball,Orange,None,Mangoball,None,None,Hero,None
mh366,Sea,Fun,Pink,Angry 2,Gum,Rockstar,Black,None,None,None,None,Hero,None
mh367,Mango Island,Fun,Red,Focused Red,Clench 1,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh368,Sky 1,Fun,Sunrise,Sinister,Pucker,Mango Radio,Blue,None,None,None,None,Hero,None
mh369,Sun,Fun,Pink,Spectacles,Fright,Chad,White,None,Jo,None,None,Hero,None
mh370,Blue Yellow,Fun,Purple,Intense Worn,Jester Red,Jester,Yellow,None,None,None,None,Hero,None
mh371,Turquoise Center,Fun,Red,Sinister,Whiskers,Mangonaut,White,None,None,None,None,Hero,None
mh372,Sunset,Fun,Purple,Scar Right,Wheat,Mangoball,Purple,None,Mangoball,None,None,Hero,None
mh373,Teal Black,Fun,Purple,Intense Worn,Clench 1,Kaiju Shirt,Red,Mariachi,Maraca,None,None,Hero,Kaiju
mh374,Bonsai,Fighting,Green,Intense,Shogun,Shogun,Black,Shogun,Wakizashi & Tanto,Bow,None,Hero,None
mh375,Ocean 3,Fighting,Blue,Bored,Lips,Straw Hat,Pink,Straw Hat,None,None,None,Hero,None
mh376,Mushroom,Fun,Sunrise,Envy,Leaf,Plumber,Red,Plumber,None,None,None,Hero,None
mh377,Barrel Black,Fun,Red,Focused Red,Ghoulish,Special Agent N,Pink,None,Mango MPK,None,None,Hero,None
mh378,Grey Red,Fun,Purple,Alien White,Knife,23,Red,None,Mango Mentality,None,Knife,Hero,None
mh379,Sky 2,Fun,Red,Piercing Worn,Buck,Swimmer,Orange,Swimmer,None,None,None,Hero,None
mh380,Sky 2,Fun,Sunrise,Angry 1,Fright,Swimmer,Blue,Swimmer,None,None,None,Hero,None
mh381,Ocean 1,Fun,Red,Worry,Fright,Boxer,White,None,Gloves,None,None,Hero,None
mh382,Ocean 3,Fighting,Blue,Shock,Surgical,Straw Hat,Green,Straw Hat,None,None,None,Hero,None
mh383,Sakura,Fun,Purple,Spectacles,Sinister,Damasi,White,None,None,None,None,Hero,None
mh384,Green Black,Fun,Normal,Fire,Fright,Mercenary,Black,None,AM-47,None,None,Hero,None
mh385,Teal Black,Fun,Purple,Intense Worn,Clench 3,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh386,Red Center Dark,Fighting,Purple,Pixelshades,Lips,Mango Ranger,Red,None,None,None,None,Hero,None
mh387,Blue Yellow,Fun,Sunrise,Plead 1,Cig,Jester,Yellow,None,None,None,None,Hero,None
mh388,Mango Island,Fun,Normal,Mask,Fright,Mango Man,Green,None,None,None,None,Hero,None
mh389,Peach Center,Fun,Purple,Patch,Yum,Cape,Green,None,None,None,None,Hero,None
mh390,Blue Yellow,Fun,Pink,Alien White,Ghoulish,Jester,Purple,None,None,None,None,Hero,None
mh391,Purple Center,Fun,Purple,Joy,Buck,Biz,Purple,None,None,None,None,Hero,None
mh392,Planets,Fun,Pink,Worry,Fright,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh393,Cornered Purple,Fun,Green,Angry 2,Buck,Alchemist,Yellow,None,Otomeiru,None,None,Hero,None
mh394,Red Center Dark,Fighting,Purple,Money,Smile,Mango Ranger,Red,None,None,None,None,Hero,None
mh395,Planets,Fun,Sunrise,Ghoulish,Cig,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh396,Pink Bubble,Fun,Purple,Ghoulish,Fright,Cope,Black,None,None,None,None,Hero,Cope
mh397,Green Black,Fun,Normal,Goggles,Triumph,Mercenary,Black,None,AM-47,None,None,Hero,None
mh398,Sakura,Fun,Red,Focused Red,Fright,Damasi,Purple,None,None,None,None,Hero,None
mh399,Red Center Dark,Fighting,Red,Plead 1,Smooch,Mango Ranger,Red,None,None,None,None,Hero,None
mh400,Turquoise Center,Fun,Red,Glasses,Buck,Mangonaut,Blue,None,None,None,None,Hero,None
mh401,Dojo Light,Fighting,Red,Angry,Shinobi,Shinobi,Purple,None,Katana,Shuriken,None,Hero,None
mh402,TBT Radial,Fun,Pink,Intense,Clench 3,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh403,Red Cornered,Fun,Red,Scar Left,Ghoulish,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh404,Grey White,Fighting,Sunrise,Patch,Joint,Grease,Blue,None,None,None,None,Hero,None
mh405,Tangelo,Fighting,Pink,Stunned,Whistle,Viking,Brown,Viking,Shield,None,None,Hero,None
mh406,Teal Black,Fun,Blue,Eager,Smirk,Slime Shirt,Pink,None,None,None,None,Hero,None
mh407,Cornered Purple,Fun,Sunrise,Intense Worn,Whiskers,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh408,Blue Yellow,Fun,Pink,Surprise,Wheat,Jester,Purple,None,None,None,None,Hero,None
mh409,Red Cornered,Fun,Pink,Resent,Lower,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh410,Sakura,Fun,Purple,Cyclops,Clench 1,Damasi,White,None,None,None,None,Hero,None
mh411,Sky 2,Fun,Sunrise,Angry 3,Jester Red,Swimmer,Orange,Swimmer,None,None,None,Hero,None
mh412,Pink Bubble,Fun,Purple,Plead 2,Cigar,Sweater,Pink,None,None,None,None,Hero,None
mh413,Blue Center Light,Fun,Normal,Focused Black,Sour,School,Blue,None,None,None,None,Hero,None
mh414,Ocean 1,Fun,Pink,Eager,Jester Purple,Boxer,Blue,None,Gloves,None,None,Hero,None
mh415,Stars,Fun,Purple,Intense Worn,Woozy,Space Suit,Red,None,None,None,None,Hero,None
mh416,Sunset,Fun,Purple,Angry,Jester Purple,Mangoball,Green,None,Mangoball,None,None,Hero,None
mh417,Red Cornered,Fun,Pink,Angry 2,Jester Red,Agent G,Purple,None,Mango MPK,Pencil,None,Hero,None
mh418,Mango Island,Fun,Red,Scared,Buck,Claw,Red,None,Claws,None,None,Hero,None
mh419,TBT Radial,Fun,Blue,Patch,Clench 1,FFF,Purple,None,None,None,None,Hero,FFF
mh420,Rising Sun,Fun,Green,Intense,Frown,Ronin,Tan,None,Katana,None,None,Hero,None
mh421,Stars,Fun,Sunrise,Eager,Woozy,Space Suit,Red,None,None,None,None,Hero,None
mh422,Orange Center,Fun,Blue,Pixelshades,Fright,Caliburn Combat,Pink,None,None,None,None,Hero,None
mh423,Green Black,Fun,Normal,Yikes,Cupid,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh424,Sunset,Fun,Normal,Sinister,Full Metal,Mangoball,Orange,None,Mangoball,None,None,Hero,None
mh425,Green Black,Fun,Normal,Plead 1,Ghoulish,Mercenary,Green,None,AM-47,None,None,Hero,None
mh426,Cornered Purple,Fun,Blue,Intense,Plumber,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh427,Sea,Fun,Pink,Tired,Joint,Rockstar,Black,None,None,None,None,Hero,None
mh428,Sun,Fun,Pink,Joy,Twig,Chad,White,None,Jo,None,None,Hero,None
mh429,Teal Black,Fun,Purple,Angry 2,Cigar 2,Striped,White,None,None,None,None,Hero,None
mh430,Gold,Fighting,Sunrise,Star,Yum,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh431,Blue Bubble,Fun,Green,Yikes,Whiskers,Cope,Black,Pirate,Hook,None,None,Hero,Cope
mh432,Pink White,Fun,Normal,Angry 2,Cigar,Trunks,Pink,None,None,None,None,Hero,None
mh433,Barrel Black,Fun,Blue,Sinister,Triumph,Special Agent G,Purple,None,Mango MPK,None,None,Hero,None
mh434,Sunset,Fun,Normal,Eager,Buck,Mangoball,Orange,None,Mangoball,None,None,Hero,None
mh435,Peach Center,Fun,Sunrise,Angry 2,Zipped,Cape,Red,None,None,None,None,Hero,None
mh436,Desolate,Kanjo,Normal,Fierce,Primed,Space Monk,Brown,None,Light Sword Blue,None,None,Hero,None
mh437,Mango Island,Fun,Sunrise,Hornet,Hornet,Hornet,Blue,None,None,None,None,Hero,None
mh438,Red Cornered,Fun,Red,Focused Black,Triumph,Agent N,Pink,None,Mango MPK,Pencil,None,Hero,None
mh439,Green Mangos,Fun,Purple,Concentrate,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh440,Green Black,Fun,Normal,Plead 2,Mustache 2,Mercenary,White,None,AM-47,None,None,Hero,None
mh441,Sky 2,Fun,Normal,Scar Right,Cig,Swimmer,Pink,Swimmer,None,None,None,Hero,None
mh442,Cornered Purple,Fun,Pink,Sinister,Buck,Alchemist,Green,None,Otomeiru,None,None,Hero,None
mh443,Turquoise Center,Fun,Blue,Plead 2,Sinister,Mangonaut,White,None,None,None,None,Hero,None
mh444,Pink Orange,Fun,Purple,Piercing,Full Metal,Cope,Black,None,None,None,None,Hero,Cope
mh445,Sunset,Fun,Normal,Patch,Happy,9000,Blue,None,Mangoball,9000,None,Hero,None
mh446,Pink Bubble,Fun,Sunrise,Goggles,Twig,FFF,Purple,Magician,Wand,None,None,Hero,FFF
mh447,Fallen,Fun,Sunrise,Angry 3,Full Metal,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh448,Sun,Fun,Normal,Angry 2,Gum,Chad,White,None,Jo,None,None,Hero,None
mh449,Orange Center,Fun,Red,Scared,Leaf,Caliburn Combat,Red,None,None,None,None,Hero,None
mh450,Turquoise Center,Fun,Red,Surprise,Leaf,Mangonaut,White,None,None,None,None,Hero,None
mh451,Dojo Light,Fighting,Normal,Angry,Shinobi,Shinobi,White,None,Katana,Shuriken,None,Hero,None
mh452,Tangelo,Fighting,Purple,Worry 2,Cheeky,Viking,Brown,Viking,Shield,None,None,Hero,None
mh453,Ocean 3,Fighting,Green,Crying,Cigar,Straw Hat,Yellow,Straw Hat,None,None,None,Hero,None
mh454,Evening,Fun,Normal,Eager,Buck,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh455,Planets,Fun,Blue,Intense,Pout,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh456,Evening,Fun,Normal,Angry 2,Sinister,Wasteland,Pink,None,MPAS-12,None,None,Hero,None
mh457,Mushroom,Fun,Purple,Calm,Mustache 2,Plumber,Red,Plumber,None,None,None,Hero,None
mh458,Peach Center,Fun,Blue,Cute,Woozy,Cape,Blue,None,None,None,None,Hero,None
mh459,TBT,Fun,Purple,Normal,Whiskers,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh460,Teal Black,Fun,Blue,Patch,Leaf,Tiger,Orange,Magician,Wand,None,None,Hero,None
mh461,Teal Black,Fun,Red,Patch,Leaf,Tiger,Orange,Magician,Wand,None,None,Hero,None
mh462,Mushroom,Fun,Red,Plead 1,Clench 1,Plumber,Green,Plumber,None,None,None,Hero,None
mh463,Green Mangos,Fun,Pink,Worry,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh464,Ocean 3,Fighting,Green,Heart,Cheese,Straw Hat,Green,Straw Hat,None,None,None,Hero,None
mh465,TBT Radial,Fun,Pink,Scared,Cig,Tiger,Orange,None,None,None,None,Hero,None
mh466,Sky 1,Fun,Normal,Ghoulish,Triumph,Mango Radio,Yellow,None,None,None,None,Hero,None
mh467,Dojo Light,Fighting,Green,Angry,Shinobi,Shinobi,Blue,None,Katana,Shuriken,None,Hero,None
mh468,Green Mangos,Fun,Normal,Joy,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh469,Green Mangos,Fun,Normal,Concentrate,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh470,Turquoise Center,Fun,Red,Calm,Plumber,Mangonaut,Yellow,None,None,None,None,Hero,None
mh471,Mushroom,Fun,Normal,Stunned,Triumph,Plumber,Red,Plumber,None,None,None,Hero,None
mh472,Cornered Purple,Fun,Sunrise,Sinister,Fright,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh473,Rising Sun,Fun,Sunrise,Intense Worn,Fright,Ronin,Tan,None,Katana,None,None,Hero,None
mh474,Red Cornered,Fun,Purple,Sinister,Clench 1,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh475,Moon,Fighting,Normal,Mask,Super Smirk,Ring Bearer,Green/Black,None,None,None,None,Hero,Comics
mh476,Teal Black,Fun,Green,Intense,Frown,Slime Shirt,Pink,None,None,None,None,Hero,None
mh477,Mango Island,Fun,Sunrise,Mask,Cigar,Mango Man,Green,None,None,None,None,Hero,None
mh478,Teal Black,Fun,Green,Intense,Sinister,Kaiju Shirt,Red,Mariachi,Maraca,None,None,Hero,Kaiju
mh479,Sun,Fun,Normal,Concentrate,Whiskers,Chad,White,None,Jo,None,None,Hero,None
mh480,Stars,Fun,Red,Ghoulish,Smirk,Space Suit,Red,None,None,None,None,Hero,None
mh481,Sky 1,Fun,Purple,Worry,Cigar,Mango Radio,Yellow,None,None,None,None,Hero,None
mh482,Pink White,Fun,Normal,Intense Worn,Wheat,Trunks,Blue,None,None,None,None,Hero,None
mh483,Grey White,Fighting,Green,Stunned,Yum,Grease,Blue,None,None,None,None,Hero,None
mh484,Pink Black,Fun,Red,Alien White,Jester Purple,FFF,Purple,None,None,None,None,Hero,FFF
mh485,Cornered Purple,Fun,Sunrise,Focused Black,Mask Yellow,Alchemist,Yellow,None,Otomeiru,None,None,Hero,None
mh486,TBT,Fun,Pink,Jester,uwu,FFF,Purple,None,None,None,None,Hero,FFF
mh487,TBT Radial,Fun,Sunrise,Worry,Leaf,Kaiju Shirt,Red,Magician,Wand,None,None,Hero,Kaiju
mh488,Sun,Fun,Normal,Plead 2,Fright,Chad,Black,None,Jo,None,None,Hero,None
mh489,Blue Center Light,Fun,Green,Cute,Mustache,School,Blue,None,None,None,None,Hero,None
mh490,Planets,Fun,Purple,Angry 1,Leaf,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh491,Tangelo,Fighting,Sunrise,Happy,Yum,Viking,Brown,Viking,Shield,None,None,Hero,None
mh492,Tangelo,Fighting,Pink,Patch,Yell,Viking,Brown,Viking,Shield,None,None,Hero,None
mh493,Mushroom,Fun,Sunrise,Money,Fright,Plumber,Red,Plumber,None,None,None,Hero,None
mh494,Purple Grey,Fun,Red,Angry 3,Clench 1,Ghoul,Red,None,Rinkaku Yellow,None,None,Hero,None
mh495,Purple Center,Fun,Purple,Sinister,Lower,Biz,Tan,None,None,None,None,Hero,None
mh496,Grey White,Fighting,Sunrise,Normal,Lips,Grease,Blue,None,None,None,None,Hero,None
mh497,Rising Sun,Fun,Red,Resent,Cigar,Ronin,Tan,None,Katana,None,None,Hero,None
mh498,Sea,Fun,Sunrise,Cyclops,Yum,Rockstar,Black,None,None,None,None,Hero,None
mh499,Evening,Fun,Sunrise,Eager,Mask Purple,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh500,Gold,Fighting,Pink,Plead 1,Smile,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh501,Teal Black,Fun,Normal,Calm,Fright,FFF,Purple,Cap,None,None,None,Hero,FFF
mh502,Sakura,Fun,Purple,Focused Black,Respirator 2,Damasi,White,None,None,None,None,Hero,None
mh503,Sun,Fun,Normal,Money,Triumph,Chad,White,None,Jo,None,None,Hero,None
mh504,Pink White,Fun,Red,Glasses,Cigar,Trunks,Black,None,None,None,None,Hero,None
mh505,Orange Center,Fun,Sunrise,Focused Black,Joint,Caliburn Combat,Red,None,None,None,None,Hero,None
